"PNuid_NLidu","Name_en","Nom_fr","Latitude","Longitude","satellite_dep","wo_backbone_fibre_sans_fibre_dorsale","CTI_backbone_dorsale_BPI"
1,"Halifax","Halifax",44.648757,-63.601876,0,0,0
2,"Dartmouth","Dartmouth",44.672142,-63.562168,0,0,0
3,"Charlottetown","Charlottetown",46.242961,-63.126519,0,0,0
4,"Sydney","Sydney",46.126469,-60.176689,0,0,0
5,"Glace Bay","Glace Bay",46.192901,-59.962389,0,0,0
6,"Bedford","Bedford",44.733924,-63.653377,0,0,0
7,"Summerside","Summerside",46.393458,-63.789341,0,0,0
8,"Amherst","Amherst",45.830781,-64.209807,0,0,0
9,"New Glasgow","New Glasgow",45.587794,-62.642169,0,0,0
10,"Eastern Passage","Eastern Passage",44.615441,-63.480148,0,0,0
11,"Bridgewater","Bridgewater",44.375475,-64.522476,0,0,0
12,"Yarmouth","Yarmouth",43.83567,-66.120048,0,0,0
14,"New Waterford","New Waterford",46.247297,-60.08167,0,0,0
15,"North Sydney","North Sydney",46.204423,-60.260953,0,0,0
16,"Bible Hill","Bible Hill",45.377819,-63.251466,0,0,0
17,"Kentville","Kentville",45.086887,-64.489193,0,0,0
18,"Lower Sackville","Lower Sackville",44.76279,-63.667137,0,0,0
19,"Fall River","Fall River",44.821059,-63.611263,0,0,0
20,"Stellarton","Stellarton",45.556695,-62.663698,0,0,0
21,"Antigonish","Antigonish",45.623888,-61.994489,0,0,0
22,"Greenwood","Greenwood",44.968348,-64.932953,0,0,0
23,"New Minas","New Minas",45.067351,-64.457023,0,0,0
24,"Springhill","Springhill",45.651053,-64.056599,0,0,0
25,"Westville","Westville",45.55761,-62.711478,0,0,0
26,"Pictou","Pictou",45.680317,-62.705484,0,0,0
27,"Windsor","Windsor",44.989112,-64.137718,0,0,0
28,"Port Hawkesbury","Port Hawkesbury",45.618477,-61.360132,0,0,0
29,"Wolfville","Wolfville",45.087032,-64.355902,0,0,0
31,"Liverpool","Liverpool",44.036255,-64.718972,0,0,0
32,"Sydney River","Sydney River",46.097443,-60.226466,0,0,0
33,"Kingston","Kingston",44.98767,-64.952343,0,0,0
34,"Trenton","Trenton",45.61673,-62.632673,0,0,0
35,"Shubenacadie","Shubenacadie",45.087367,-63.406758,0,0,0
36,"Enfield","Enfield",44.951539,-63.532686,0,0,0
37,"Elmsdale","Elmsdale",44.967014,-63.504486,0,0,0
38,"Dominion","Dominion",46.211922,-60.023562,0,0,0
39,"Westmount","Westmount",46.137947,-60.218552,0,0,0
40,"Berwick","Berwick",45.045524,-64.734149,0,0,0
41,"Digby","Digby",44.619461,-65.764455,0,0,0
42,"Shelburne","Shelburne",43.762137,-65.316761,0,0,0
43,"Bras d'Or","Bras d'Or",46.247916,-60.293895,0,0,0
44,"Reserve Mines","Reserve Mines",46.183228,-60.012083,0,0,0
45,"Montague","Montague",46.166741,-62.650928,0,0,0
46,"Prospect","Prospect",44.4703,-63.7882,0,0,1
47,"Middleton","Middleton",44.943143,-65.067497,0,0,0
48,"Inverness","Inverness",46.229332,-61.304065,0,0,0
49,"Mount Uniacke","Mount Uniacke",44.887299,-63.823514,0,0,0
50,"Lantz","Lantz",44.988791,-63.480257,0,0,0
51,"Chester","Chester",44.544706,-64.24043,0,0,0
52,"Parrsboro","Parrsboro",45.403413,-64.325671,0,0,0
53,"Hilden","Hilden",45.308172,-63.29061,0,0,0
54,"Stewiacke","Stewiacke",45.137957,-63.348574,0,0,0
55,"Kensington","Kensington",46.43509,-63.636769,0,0,0
56,"Oxford","Oxford",45.734804,-63.867064,0,0,0
57,"Souris","Souris",46.354618,-62.248536,0,0,0
58,"Hantsport","Hantsport",45.067624,-64.179662,0,0,0
59,"Alberton","Alberton",46.811267,-64.063926,0,0,0
60,"Brooklyn","Brooklyn",44.055204,-64.693051,0,0,0
61,"Bridgetown","Bridgetown",44.840736,-65.286153,0,0,0
62,"Milton","Milton",44.062363,-64.750025,0,0,0
63,"Chéticamp","Chéticamp",46.636,-61.008,0,0,0
64,"Three Mile Plains","Three Mile Plains",44.964269,-64.096958,0,0,0
65,"Herring Cove","Herring Cove",44.56701,-63.560943,0,0,0
66,"Falmouth","Falmouth",44.995753,-64.163034,0,0,0
67,"Waverley","Waverley",44.783842,-63.601193,0,0,0
68,"Louisbourg","Louisbourg",45.920011,-59.974802,0,0,0
69,"O'Leary","O'Leary",46.707616,-64.223198,0,0,0
70,"Tignish","Tignish",46.950001,-64.033333,0,0,0
71,"Sheet Harbour","Sheet Harbour",44.921013,-62.533466,0,0,0
72,"Canning","Canning",45.158692,-64.429297,0,0,0
73,"Miscouche","Miscouche",46.430963,-63.859378,0,0,0
74,"Georgetown","Georgetown",46.184812,-62.534031,0,0,0
75,"Lockeport","Lockeport",43.694826,-65.111716,0,0,0
76,"St. Peter's","St. Peter's",45.657752,-60.875715,0,0,0
77,"River Hebert","River Hebert",45.692315,-64.379065,0,0,0
78,"Lawrencetown","Lawrencetown",44.884645,-65.162078,0,0,0
79,"North Rustico","North Rustico",46.45925,-63.309202,0,0,0
80,"Annapolis Royal","Annapolis Royal",44.744892,-65.51122,0,0,0
81,"Arichat","Arichat",45.510972,-61.018048,0,0,0
82,"Mulgrave","Mulgrave",45.612105,-61.39358,0,0,0
83,"Baddeck","Baddeck",46.101371,-60.75365,0,0,0
84,"Wood Islands","Wood Islands",45.965852,-62.75645,0,0,0
85,"Clark's Harbour","Clark's Harbour",43.446273,-65.635724,0,0,0
86,"Musquodoboit Harbour","Musquodoboit Harbour",44.787813,-63.146767,0,0,0
87,"South Harbour","South Harbour",46.869108,-60.463842,0,0,0
88,"Meteghan","Meteghan",44.185635,-66.161248,0,0,0
89,"Mahone Bay","Mahone Bay",44.448587,-64.380442,0,0,0
90,"Canso","Canso",45.33562,-60.995228,0,0,0
91,"Murray Harbour","Murray Harbour",46.003505,-62.521319,0,0,0
92,"Morell","Morell",46.414862,-62.704972,0,0,0
93,"Mount Stewart","Mount Stewart",46.369157,-62.868262,0,0,0
94,"Red Bay","Red Bay",51.74463,-56.426012,0,0,1
95,"Miminegash","Miminegash",46.880718,-64.22564,0,0,0
96,"Gaspereaux","Gaspereaux",46.105535,-62.476079,0,0,0
97,"St-Raphaël","St-Raphaël",46.425262,-64.017046,0,0,1
98,"Louisdale","Louisdale",45.606494,-61.063595,0,0,0
99,"Havre Boucher","Havre Boucher",45.68452,-61.534711,0,0,0
100,"Clyde River","Clyde River",43.630886,-65.477321,0,0,0
101,"Walton","Walton",45.229556,-64.001939,0,0,0
102,"Merigomish","Merigomish",45.63271,-62.433109,0,0,0
103,"Capstick","Capstick",47.003161,-60.515017,0,0,0
104,"Ingonish Centre","Ingonish Centre",46.680493,-60.408404,0,0,0
105,"Port Morien","Port Morien",46.133524,-59.873956,0,0,0
106,"L'Ardoise","L'Ardoise",45.614505,-60.766787,0,0,0
107,"Margaree Forks","Margaree Forks",46.331078,-61.090195,0,0,0
108,"Elmira","Elmira",46.441238,-62.064408,0,0,0
109,"Grande Anse","Grande Anse",45.626055,-61.069144,0,0,0
110,"Whycocomagh","Whycocomagh",45.974325,-61.12718,0,0,0
112,"Mabou","Mabou",46.072911,-61.392098,0,0,0
113,"Advocate Harbour","Advocate Harbour",45.336814,-64.783246,0,0,0
114,"Sandy Point","Sandy Point",43.710782,-65.319271,0,0,0
115,"Port Hood","Port Hood",46.017664,-61.529844,0,0,0
116,"Askilton","Askilton",45.69046,-61.312246,0,0,0
117,"Judique","Judique",45.876011,-61.490657,0,0,0
118,"Tangier","Tangier",44.801573,-62.698985,0,0,0
119,"Mushaboom","Mushaboom",44.850738,-62.533687,0,0,0
120,"Moser River","Moser River",44.974953,-62.254173,0,0,0
121,"Londonderry","Londonderry",45.474488,-63.602802,0,0,0
122,"Hopewell","Hopewell",45.482811,-62.699494,0,0,0
123,"New Germany","New Germany",44.538594,-64.711955,0,0,0
124,"Jordan Falls","Jordan Falls",43.815532,-65.233595,0,0,0
125,"Ingonish","Ingonish",46.692015,-60.373185,0,0,0
126,"Shag Harbour","Shag Harbour",43.498533,-65.702969,0,0,0
127,"Lower Woods Harbour","Lower Woods Harbour",43.51616,-65.73474,0,0,0
128,"West Wentworth","West Wentworth",45.685893,-63.603188,0,0,0
129,"Upper Musquodoboit","Upper Musquodoboit",45.134083,-62.946919,0,0,0
130,"Brighton","Brighton",44.553008,-65.853955,0,0,0
131,"Guysborough","Guysborough",45.391732,-61.503125,0,0,0
132,"West Chezzetcook","West Chezzetcook",44.716185,-63.266519,0,0,0
133,"Middle Musquodoboit","Middle Musquodoboit",45.043763,-63.149622,0,0,0
134,"Wedgeport","Wedgeport",43.739225,-65.979654,0,0,0
135,"Brooklyn","Brooklyn",45.006962,-64.013123,0,0,0
136,"Deep Brook","Deep Brook",44.636614,-65.654258,0,0,0
137,"Plymouth","Plymouth",43.801067,-66.015188,0,0,0
138,"Martins River","Martins River",44.486178,-64.335413,0,0,0
139,"Saulnierville","Saulnierville",44.264199,-66.129985,0,0,0
140,"East Kemptville","East Kemptville",44.087032,-65.769705,0,0,0
141,"Economy","Economy",45.384636,-63.916967,0,0,0
142,"Great Village","Great Village",45.411669,-63.596237,0,0,0
143,"Noel","Noel",45.295738,-63.747985,0,0,0
144,"Middlewood","Middlewood",44.229763,-64.573857,0,0,0
145,"Debert","Debert",45.437936,-63.459815,0,0,0
146,"Pleasant Bay","Pleasant Bay",46.827546,-60.801122,0,0,0
147,"Northport","Northport",45.932583,-63.867604,0,0,0
148,"Tatamagouche","Tatamagouche",45.709407,-63.294496,0,0,0
149,"Pugwash","Pugwash",45.850485,-63.662234,0,0,0
150,"Kennetcook","Kennetcook",45.176299,-63.721843,0,0,0
151,"Wallace","Wallace",45.812571,-63.472779,0,0,0
152,"Hacketts Cove","Hacketts Cove",44.567392,-63.923574,0,0,0
153,"Sambro","Sambro",44.474754,-63.603401,0,0,0
154,"Margaretsville","Margaretsville",45.047082,-65.063417,0,0,0
155,"Greenfield","Greenfield",44.272901,-64.841565,0,0,1
156,"River John","River John",45.752335,-63.069545,0,0,0
157,"Weymouth","Weymouth",44.40456,-65.998464,0,0,0
158,"Porters Lake","Porters Lake",44.737171,-63.310043,0,0,0
159,"Lake Echo","Lake Echo",44.735923,-63.392341,0,0,0
160,"Donkin","Donkin",46.184763,-59.872709,0,0,0
161,"Port Hastings","Port Hastings",45.649814,-61.404096,0,0,0
163,"Bay St. Lawrence","Bay St. Lawrence",47.00368,-60.463965,0,0,0
164,"Neils Harbour","Neils Harbour",46.81078,-60.324076,0,0,0
165,"Dingwall","Dingwall",46.895625,-60.477412,0,0,0
166,"Cape North","Cape North",46.887584,-60.50285,0,0,0
167,"New Haven","New Haven",46.824102,-60.321006,0,0,0
168,"St. Margaret Village","St. Margaret Village",46.989203,-60.47451,0,0,1
169,"Meat Cove","Meat Cove",47.026462,-60.569817,0,0,0
170,"Ingonish Beach","Ingonish Beach",46.63788,-60.402891,0,0,0
171,"Little River","Little River",46.442915,-60.466548,0,0,0
172,"Ingonish Ferry","Ingonish Ferry",46.627993,-60.392063,0,0,0
173,"Wreck Cove","Wreck Cove",46.548991,-60.41078,0,0,0
174,"Birch Plain","Birch Plain",46.512413,-60.4271,0,0,0
175,"French River","French River",46.490839,-60.440366,0,0,0
176,"River Bennet","River Bennet",46.33329,-60.535751,0,0,0
177,"Indian Brook","Indian Brook",46.370384,-60.53198,0,0,0
178,"Tarbot","Tarbot",46.336687,-60.595273,0,0,0
179,"Jersey Cove","Jersey Cove",46.310863,-60.546862,0,0,0
180,"Big Bank","Big Bank",46.212648,-60.498695,0,0,0
181,"St. Anns","St. Anns",46.213049,-60.60635,0,0,0
182,"Middle River","Middle River",46.154269,-60.924996,0,0,0
183,"Boularderie","Boularderie",46.165876,-60.565113,0,0,0
184,"MacAulays Hill","MacAulays Hill",46.143334,-60.679916,0,0,0
185,"Baddeck Bay","Baddeck Bay",46.131959,-60.695559,0,0,0
186,"Englishtown","Englishtown",46.27974,-60.54438,0,0,0
187,"New Campbellton","New Campbellton",46.290562,-60.429246,0,0,0
188,"Grand Narrows","Grand Narrows",45.95561,-60.790385,0,0,0
190,"Big Baddeck","Big Baddeck",46.122689,-60.797676,0,0,0
191,"Big Bras d'Or","Big Bras d'Or",46.271521,-60.425801,0,0,0
192,"Big Farm","Big Farm",46.10378,-60.819263,0,0,0
193,"Little Narrows","Little Narrows",45.990451,-60.981731,0,0,0
194,"McKinnons Harbour","McKinnons Harbour",45.946525,-60.903303,0,0,0
195,"Jamesville","Jamesville",45.946774,-60.849772,0,0,0
196,"Iona","Iona",45.961555,-60.807418,0,0,0
197,"Nyanza","Nyanza",46.092618,-60.889626,0,0,0
198,"Lower Washabuck","Lower Washabuck",46.069437,-60.768153,0,0,0
199,"North River Bridge","North River Bridge",46.303899,-60.629756,0,0,0
200,"Crescent Grove","Crescent Grove",46.118167,-60.722679,0,0,0
201,"Forks Baddeck","Forks Baddeck",46.17798,-60.767619,0,0,0
202,"Inlet Baddeck","Inlet Baddeck",46.079234,-60.820008,0,0,0
203,"Estmere","Estmere",45.932001,-60.980137,0,0,0
204,"Big Hill","Big Hill",46.165542,-60.641454,0,0,0
205,"Ross Ferry","Ross Ferry",46.143497,-60.581705,0,0,0
206,"Red River","Red River",46.845341,-60.774409,0,0,0
207,"Portree","Portree",46.401273,-60.965381,0,0,0
208,"Petit Étang","Petit Étang",46.648375,-60.976089,0,0,0
209,"La Prairie","La Prairie",46.638709,-60.970143,0,0,0
210,"Belle-Marche","Belle-Marche",46.624918,-60.985756,0,0,0
211,"Plateau","Plateau",46.592872,-61.00729,0,0,0
212,"Grand Étang","Grand Étang",46.546247,-61.048773,0,0,0
213,"St. Joseph du Moine","St. Joseph du Moine",46.532241,-61.060016,0,0,0
214,"Cap Le Moine","Cap Le Moine",46.507905,-61.071794,0,0,0
215,"Margaree Harbour","Margaree Harbour",46.438713,-61.111995,0,0,0
216,"Margaree","Margaree",46.392817,-61.072397,0,0,0
217,"Inverside","Inverside",46.238966,-61.27459,0,0,0
218,"North East Margaree","North East Margaree",46.328767,-61.00232,0,0,0
219,"Margaree Centre","Margaree Centre",46.344144,-61.003603,0,0,0
220,"Egypt Road","Egypt Road",46.337958,-60.952532,0,0,0
221,"Emerald","Emerald",46.322725,-61.044888,0,0,0
222,"South West Margaree","South West Margaree",46.280908,-61.140594,0,0,0
223,"Upper Margaree","Upper Margaree",46.218385,-61.133679,0,0,0
224,"Scotsville","Scotsville",46.189027,-61.15406,0,0,0
225,"Belle Côte","Belle Côte",46.443239,-61.092142,0,0,0
226,"Broad Cove Banks","Broad Cove Banks",46.212961,-61.334486,0,0,0
227,"Harbourview","Harbourview",45.985982,-61.524276,0,0,0
228,"Deepdale","Deepdale",46.195079,-61.28344,0,0,0
229,"Soapstone Mine","Soapstone Mine",45.985678,-61.183439,0,0,0
230,"Mabou Station","Mabou Station",46.067564,-61.398941,0,0,0
231,"Mabou Harbour Mouth","Mabou Harbour Mouth",46.092801,-61.462147,0,0,0
232,"Southwest Mabou","Southwest Mabou",46.024784,-61.450134,0,0,0
233,"Dunmore","Dunmore",46.007368,-61.51341,0,0,0
234,"Marble Hill","Marble Hill",46.040338,-61.543828,0,0,0
235,"West Mabou","West Mabou",46.076174,-61.469321,0,0,0
236,"Glenville","Glenville",46.158133,-61.312527,0,0,0
237,"South Lake Ainslie","South Lake Ainslie",46.03987,-61.119608,0,0,0
238,"Troy","Troy",45.685141,-61.438278,0,0,0
239,"Big Marsh","Big Marsh",45.894256,-61.205294,0,0,0
240,"Judique North","Judique North",45.904113,-61.479589,0,0,0
241,"Judique South","Judique South",45.853382,-61.48884,0,0,0
242,"Marble Mountain","Marble Mountain",45.817557,-61.041308,0,0,0
243,"Iron Mines","Iron Mines",45.938135,-61.148555,0,0,0
244,"West Bay","West Bay",45.709204,-61.172274,0,0,0
245,"Orangedale","Orangedale",45.901032,-61.096935,0,0,0
246,"Pleasant Hill","Pleasant Hill",45.643872,-61.36509,0,0,0
247,"West Bay Road","West Bay Road",45.730744,-61.254085,0,0,0
248,"Creignish","Creignish",45.728256,-61.456548,0,0,0
249,"Long Point","Long Point",45.806847,-61.482608,0,0,0
250,"Kingsville","Kingsville",45.780455,-61.322598,0,0,0
251,"River Denys","River Denys",45.829551,-61.178554,0,0,0
252,"Glendale","Glendale",45.812598,-61.316937,0,0,0
253,"Blues Mills","Blues Mills",45.925185,-61.195307,0,0,0
254,"Whiteside","Whiteside",45.606207,-61.195454,0,0,0
255,"Cleveland","Cleveland",45.667479,-61.233001,0,0,0
256,"Hureauville","Hureauville",45.642424,-61.240049,0,0,0
257,"Evanston","Evanston",45.622702,-61.219255,0,0,0
258,"River Bourgeois","River Bourgeois",45.63842,-60.947341,0,0,0
259,"French Cove","French Cove",45.698716,-60.831595,0,0,0
260,"Sampsonville","Sampsonville",45.681828,-60.848905,0,0,0
261,"River Tillard","River Tillard",45.651278,-60.91626,0,0,0
262,"Carters Cove","Carters Cove",45.686852,-60.844638,0,0,0
263,"The Points West Bay","The Points West Bay",45.754994,-60.978341,0,0,0
264,"St. Georges Channel","St. Georges Channel",45.720639,-61.043901,0,0,0
266,"Janvrin Harbour","Janvrin Harbour",45.530549,-61.179496,0,0,0
267,"Little Anse","Little Anse",45.492682,-60.929623,0,0,0
268,"Poulamon","Poulamon",45.581,-60.9895,0,0,0
269,"Boudreauville","Boudreauville",45.509218,-60.963214,0,0,0
270,"Petit-de-Grat","Petit-de-Grat",45.504832,-60.95484,0,0,0
271,"West Arichat","West Arichat",45.514744,-61.081279,0,0,0
272,"Port Royal","Port Royal",45.534,-61.0813,0,0,0
273,"Pondville","Pondville",45.541113,-60.991101,0,0,0
274,"Poirierville","Poirierville",45.578734,-60.926597,0,0,0
275,"D'Escousse","D'Escousse",45.587258,-60.960698,0,0,0
276,"Little Harbour","Little Harbour",45.586188,-60.737162,0,0,0
277,"Fourchu","Fourchu",45.716611,-60.260506,0,0,1
278,"Grande Greve","Grande Greve",45.631886,-60.843195,0,0,0
279,"Rockdale","Rockdale",45.616625,-60.809742,0,0,0
280,"Grand River","Grand River",45.645119,-60.661741,0,0,0
281,"Barra Head","Barra Head",45.678664,-60.783694,0,0,0
282,"Red Islands","Red Islands",45.779044,-60.74261,0,0,0
283,"Soldiers Cove","Soldiers Cove",45.695632,-60.735595,0,0,0
284,"Lower L'Ardoise","Lower L'Ardoise",45.601268,-60.74089,0,0,0
285,"Framboise","Framboise",45.722892,-60.375502,0,0,0
286,"Alder Point","Alder Point",46.294406,-60.281594,0,0,0
287,"East Bay","East Bay",46.018764,-60.371183,0,0,0
288,"Irish Vale","Irish Vale",45.849873,-60.647044,0,0,0
289,"Big Pond","Big Pond",45.902919,-60.544142,0,0,0
290,"Rock Elm","Rock Elm",45.930651,-60.334305,0,0,0
291,"Marion Bridge","Marion Bridge",45.981104,-60.21177,0,0,0
292,"Howie Centre","Howie Centre",46.070118,-60.277965,0,0,0
293,"Albert Bridge","Albert Bridge",46.024767,-60.063078,0,0,0
294,"Catalone","Catalone",45.983819,-59.98432,0,0,0
295,"Florence","Florence",46.259388,-60.260866,0,0,0
296,"Gabarus","Gabarus",45.838184,-60.140332,0,0,0
297,"Leitches Creek","Leitches Creek",46.168937,-60.310854,0,0,0
298,"St. Andrews Channel","St. Andrews Channel",45.93015,-60.515013,0,0,0
299,"Grand Mira South","Grand Mira South",45.892058,-60.289277,0,0,0
300,"North Lake","North Lake",46.46448,-62.066615,0,0,0
301,"Kingsboro","Kingsboro",46.392344,-62.111268,0,0,0
302,"South Lake","South Lake",46.422722,-62.049813,0,0,0
303,"Bayfield","Bayfield",46.474072,-62.195214,0,0,0
304,"Bothwell","Bothwell",46.40283,-62.0824,0,0,0
305,"Little Harbour","Little Harbour",46.362157,-62.188211,0,0,0
306,"Souris Line Road","Souris Line Road",46.396027,-62.249816,0,0,0
307,"Red Point","Red Point",46.379828,-62.140559,0,0,0
308,"Chepstow","Chepstow",46.353122,-62.214579,0,0,0
309,"Souris West","Souris West",46.359233,-62.288147,0,0,0
310,"New Zealand","New Zealand",46.397986,-62.309802,0,0,0
311,"Bay Fortune","Bay Fortune",46.327297,-62.369205,0,0,0
312,"Rollo Bay","Rollo Bay",46.3597309470478,-62.3381534148576,0,0,0
313,"Fortune Harbour","Fortune Harbour",46.337378,-62.359919,0,0,0
314,"New Acadia","New Acadia",46.399667,-62.396429,0,0,0
315,"Fortune Bridge","Fortune Bridge",46.349798,-62.378864,0,0,0
316,"Bear River","Bear River",46.39103,-62.354185,0,0,0
317,"Farmington","Farmington",46.385999,-62.488852,0,0,0
318,"Annandale","Annandale",46.260852,-62.423688,0,0,0
319,"Little Pond","Little Pond",46.281078,-62.41063,0,0,0
320,"Bridgetown","Bridgetown",46.305642,-62.527922,0,0,0
321,"Dundas","Dundas",46.317705,-62.509759,0,0,0
322,"Upton","Upton",46.336775,-62.539956,0,0,0
323,"St. Georges","St. Georges",46.2586495859625,-62.5052961652272,0,0,0
324,"Strathcona","Strathcona",46.323287,-62.554626,0,0,0
325,"Seal River","Seal River",46.235164,-62.545934,0,0,0
326,"Cardigan","Cardigan",46.236889,-62.623116,0,0,0
327,"Brudenell","Brudenell",46.18619,-62.650109,0,0,0
328,"New Perth","New Perth",46.211374,-62.703296,0,0,0
329,"Pooles Corner","Pooles Corner",46.209627,-62.650308,0,0,0
330,"Lower Montague","Lower Montague",46.166977,-62.571725,0,0,0
331,"Lorne Valley","Lorne Valley",46.269002,-62.692705,0,0,0
332,"St. Peters","St. Peters",46.41341,-62.578752,0,0,0
333,"Peakes","Peakes",46.298043,-62.778543,0,0,0
334,"St. Margarets","St. Margarets",46.455165,-62.384948,0,0,0
335,"Cable Head East","Cable Head East",46.466827,-62.573427,0,0,0
336,"Bristol","Bristol",46.415185,-62.729079,0,0,0
337,"West St. Peters","West St. Peters",46.411948,-62.776422,0,0,0
338,"Commercial Cross","Commercial Cross",46.127525,-62.633146,0,0,0
340,"Pisquid","Pisquid",46.337969,-62.856041,0,0,0
341,"Murray River","Murray River",46.011098,-62.614456,0,0,0
342,"Beach Point","Beach Point",46.01166,-62.49206,0,0,0
343,"Murray Harbour North","Murray Harbour North",46.054558,-62.485321,0,0,0
344,"Alliston","Alliston",46.0578785246267,-62.6064173337887,0,0,0
345,"Cambridge","Cambridge",46.073639,-62.525077,0,0,0
346,"Sturgeon","Sturgeon",46.108642,-62.529157,0,0,0
347,"Kilmuir","Kilmuir",46.119345,-62.666017,0,0,0
348,"Peters Road","Peters Road",46.0666847620361,-62.5646534981708,0,0,0
349,"High Bank","High Bank",45.964964,-62.622709,0,0,0
350,"Abney","Abney",45.994543,-62.569043,0,0,0
351,"White Sands","White Sands",45.967658,-62.558144,0,0,0
352,"Belle River","Belle River",45.980594,-62.840412,0,0,0
353,"Melville","Melville",46.01992,-62.827311,0,0,0
354,"Flat River","Flat River",46.0101,-62.864813,0,0,0
355,"Pinette","Pinette",46.0562567135782,-62.9091627764555,0,0,0
356,"Iona","Iona",46.09835,-62.807194,0,0,0
357,"Point Prim","Point Prim",46.061986,-62.990237,0,0,0
358,"Mount Vernon","Mount Vernon",46.011876,-62.743693,0,0,0
359,"Uigg","Uigg",46.164793,-62.813371,0,0,0
360,"Orwell","Orwell",46.154095,-62.835208,0,0,0
361,"Vernon Bridge","Vernon Bridge",46.178597,-62.884145,0,0,0
362,"Vernon River","Vernon River",46.211166,-62.827045,0,0,0
363,"Eldon","Eldon",46.09372,-62.887688,0,0,0
364,"Kinross","Kinross",46.158565,-62.809206,0,0,0
365,"Bunbury","Bunbury",46.2346703337331,-63.068957408012,0,0,0
366,"Keppoch","Keppoch",46.204647,-63.106313,0,0,0
367,"Bethel","Bethel",46.244501,-62.969863,0,0,0
368,"Hazelbrook","Hazelbrook",46.217287,-62.991923,0,0,0
369,"Southport","Southport",46.224877,-63.104058,0,0,0
370,"Johnstons River","Johnstons River",46.269264,-63.017025,0,0,0
371,"Auburn","Auburn",46.295229,-62.904267,0,0,0
372,"Tarantum","Tarantum",46.290726,-62.952977,0,0,0
373,"TRACADIE CROSS","TRACADIE CROSS",46.346277,-62.965967,0,0,0
374,"York","York",46.312872,-63.095265,0,0,0
375,"Bedford Corner","Bedford Corner",46.327227,-63.018325,0,0,0
376,"Stanhope","Stanhope",46.398732,-63.115368,0,0,0
377,"Grand Tracadie","Grand Tracadie",46.392506,-63.052851,0,0,0
378,"Covehead Road","Covehead Road",46.364384,-63.116831,0,0,0
379,"Alberry Plains","Alberry Plains",46.211885,-62.781075,0,0,0
380,"Greenfield","Greenfield",46.184758,-62.738738,0,0,0
381,"Elliotvale","Elliotvale",46.251367,-62.77292,0,0,0
382,"Fort Augustus","Fort Augustus",46.32003,-62.918354,0,0,0
383,"St. Patrick Road","St. Patrick Road",46.3319,-62.777789,0,0,0
384,"Mount Mellick","Mount Mellick",46.205055,-62.945469,0,0,0
385,"Earnscliffe","Earnscliffe",46.14157,-62.951137,0,0,0
386,"Caledonia","Caledonia",46.059034,-62.70911,0,0,0
387,"Savage Harbour","Savage Harbour",46.421165,-62.864956,0,0,0
388,"Midgell","Midgell",46.408651,-62.654244,0,0,0
389,"Goose River","Goose River",46.455153,-62.511692,0,0,0
390,"Naufrage","Naufrage",46.465985,-62.423289,0,0,0
391,"Stanhope by the Sea","Stanhope by the Sea",46.411975,-63.111001,0,0,0
392,"Union Road","Union Road",46.325315,-63.13236,0,0,1
393,"Brackley","Brackley",46.303824,-63.146373,0,0,0
394,"Highfield","Highfield",46.288146,-63.173092,0,0,0
395,"North River","North River",46.256405,-63.200234,0,0,0
396,"Miltonvale Park","Miltonvale Park",46.305783,-63.217328,0,0,0
397,"Hillsborough Park","Hillsborough Park",46.265089,-63.114455,0,0,0
398,"Clyde River","Clyde River",46.222408,-63.256786,0,0,0
399,"Cornwall","Cornwall",46.225667,-63.224711,0,0,0
400,"Meadow Bank","Meadow Bank",46.200639,-63.227902,0,0,0
401,"New Haven","New Haven",46.21688,-63.294803,0,0,0
402,"Rocky Point","Rocky Point",46.201739,-63.150608,0,0,0
403,"Cumberland","Cumberland",46.173967,-63.161241,0,0,0
404,"Canoe Cove","Canoe Cove",46.154132,-63.296002,0,0,0
405,"Kingston","Kingston",46.263035,-63.277199,0,0,0
406,"North Wiltshire","North Wiltshire",46.300546,-63.331781,0,0,0
407,"Tyrone","Tyrone",46.278535,-63.34482,0,0,0
408,"Long Creek","Long Creek",46.17149,-63.271299,0,0,0
409,"Crapaud","Crapaud",46.240307,-63.50023,0,0,0
410,"Hunter River","Hunter River",46.356243,-63.346278,0,0,0
411,"Breadalbane","Breadalbane",46.354841,-63.498103,0,0,0
412,"Victoria","Victoria",46.21878,-63.497584,0,0,0
413,"Hampton","Hampton",46.211817,-63.460821,0,0,0
414,"Appin Road","Appin Road",46.241019,-63.395821,0,0,0
415,"South Melville","South Melville",46.234574,-63.433536,0,0,0
416,"DeSable","DeSable",46.198437,-63.415764,0,0,0
417,"Kellys Cross","Kellys Cross",46.269659,-63.447437,0,0,0
418,"Bonshaw","Bonshaw",46.192618,-63.353706,0,0,0
419,"Carleton","Carleton",46.692023,-64.151894,0,0,0
420,"BORDEN-CARLETON","BORDEN-CARLETON",46.253573,-63.694622,0,0,0
421,"North Tryon","North Tryon",46.2510902514187,-63.5504292304841,0,0,0
422,"Albany","Albany",46.284758,-63.641757,0,0,0
423,"Middleton","Middleton",46.320996,-63.645472,0,0,0
424,"Central Bedeque","Central Bedeque",46.339442,-63.702635,0,0,0
425,"Bedeque","Bedeque",46.33584,-63.721022,0,0,0
426,"Kinkora","Kinkora",46.322593,-63.604281,0,0,0
427,"Freetown","Freetown",46.373802,-63.618539,0,0,0
